vhf_repository_id,vhf_code_id,publication_datetime,value,applies_from_datetime,applies_to_datetime,forward_period,forward_year
184932347,45689,15/12/2021 13:03,72.49,15/12/2021 13:02,15/12/2021 13:03,4,2022
184932341,45691,15/12/2021 13:03,72.49,15/12/2021 13:02,15/12/2021 13:03,4,2022
184932334,45687,15/12/2021 13:03,181,15/12/2021 13:02,15/12/2021 13:03,3,2022
184932328,45683,15/12/2021 13:03,72.74,15/12/2021 13:02,15/12/2021 13:03,3,2022
184932322,45685,15/12/2021 13:03,72.67,15/12/2021 13:02,15/12/2021 13:03,3,2022
184932316,45684,15/12/2021 13:03,72.78,15/12/2021 13:02,15/12/2021 13:03,3,2022
184932310,45686,15/12/2021 13:03,72.77,15/12/2021 13:02,15/12/2021 13:03,3,2022
184932304,45682,15/12/2021 13:03,555,15/12/2021 13:02,15/12/2021 13:03,2,2022
184932298,45678,15/12/2021 13:03,72.83,15/12/2021 13:02,15/12/2021 13:03,2,2022
184932292,45680,15/12/2021 13:03,72.76,15/12/2021 13:02,15/12/2021 13:03,2,2022
184932286,45679,15/12/2021 13:03,72.87,15/12/2021 13:02,15/12/2021 13:03,2,2022
184932280,45681,15/12/2021 13:03,72.85,15/12/2021 13:02,15/12/2021 13:03,2,2022
184932273,45707,15/12/2021 13:03,44,15/12/2021 13:02,15/12/2021 13:03,3,2022
184932267,45703,15/12/2021 13:03,69.32,15/12/2021 13:02,15/12/2021 13:03,3,2022
184932261,45705,15/12/2021 13:03,69.24,15/12/2021 13:02,15/12/2021 13:03,3,2022
184932255,45704,15/12/2021 13:03,69.36,15/12/2021 13:02,15/12/2021 13:03,3,2022
184932249,45706,15/12/2021 13:03,69.34,15/12/2021 13:02,15/12/2021 13:03,3,2022
184932242,45702,15/12/2021 13:03,245,15/12/2021 13:02,15/12/2021 13:03,2,2022
184932236,45698,15/12/2021 13:03,69.57,15/12/2021 13:02,15/12/2021 13:03,2,2022
184932230,45700,15/12/2021 13:03,69.5,15/12/2021 13:02,15/12/2021 13:03,2,2022
184932224,45699,15/12/2021 13:03,69.63,15/12/2021 13:02,15/12/2021 13:03,2,2022
184932218,45701,15/12/2021 13:03,69.6,15/12/2021 13:02,15/12/2021 13:03,2,2022
184932211,45697,15/12/2021 13:03,556,15/12/2021 13:02,15/12/2021 13:03,1,2022
184932205,45693,15/12/2021 13:03,69.78,15/12/2021 13:02,15/12/2021 13:03,1,2022
184932199,45695,15/12/2021 13:03,69.7,15/12/2021 13:02,15/12/2021 13:03,1,2022
184932193,45694,15/12/2021 13:03,69.83,15/12/2021 13:02,15/12/2021 13:03,1,2022
184932187,45696,15/12/2021 13:03,69.8,15/12/2021 13:02,15/12/2021 13:03,1,2022
184932641,45752,15/12/2021 13:02,3,15/12/2021 13:01,15/12/2021 13:02,3,2022
184932635,45748,15/12/2021 13:02,2.0775,15/12/2021 13:01,15/12/2021 13:02,3,2022
184932629,45750,15/12/2021 13:02,2.0775,15/12/2021 13:01,15/12/2021 13:02,3,2022
184932623,45749,15/12/2021 13:02,2.0802,15/12/2021 13:01,15/12/2021 13:02,3,2022
184932617,45751,15/12/2021 13:02,2.0802,15/12/2021 13:01,15/12/2021 13:02,3,2022
184932606,45747,15/12/2021 13:02,13,15/12/2021 13:01,15/12/2021 13:02,2,2022
184932601,45743,15/12/2021 13:02,2.0749,15/12/2021 13:01,15/12/2021 13:02,2,2022
184932596,45745,15/12/2021 13:02,2.0749,15/12/2021 13:01,15/12/2021 13:02,2,2022
184932591,45744,15/12/2021 13:02,2.0785,15/12/2021 13:01,15/12/2021 13:02,2,2022
184932586,45746,15/12/2021 13:02,2.0785,15/12/2021 13:01,15/12/2021 13:02,2,2022
184932580,45742,15/12/2021 13:02,33,15/12/2021 13:01,15/12/2021 13:02,1,2022
184932574,45738,15/12/2021 13:02,2.0905,15/12/2021 13:01,15/12/2021 13:02,1,2022
184932568,45740,15/12/2021 13:02,2.0905,15/12/2021 13:01,15/12/2021 13:02,1,2022
184932562,45739,15/12/2021 13:02,2.0936,15/12/2021 13:01,15/12/2021 13:02,1,2022
184932556,45741,15/12/2021 13:02,2.0936,15/12/2021 13:01,15/12/2021 13:02,1,2022
184932540,45737,15/12/2021 13:02,28,15/12/2021 13:01,15/12/2021 13:02,3,2022
184932536,45733,15/12/2021 13:02,631.5,15/12/2021 13:01,15/12/2021 13:02,3,2022
184932532,45735,15/12/2021 13:02,631.5,15/12/2021 13:01,15/12/2021 13:02,3,2022
184932528,45734,15/12/2021 13:02,631.75,15/12/2021 13:01,15/12/2021 13:02,3,2022
184932524,45736,15/12/2021 13:02,631.75,15/12/2021 13:01,15/12/2021 13:02,3,2022
184932518,45732,15/12/2021 13:02,163,15/12/2021 13:01,15/12/2021 13:02,2,2022
184932512,45728,15/12/2021 13:02,634.75,15/12/2021 13:01,15/12/2021 13:02,2,2022
184932506,45730,15/12/2021 13:02,634.75,15/12/2021 13:01,15/12/2021 13:02,2,2022
184932500,45729,15/12/2021 13:02,635.5,15/12/2021 13:01,15/12/2021 13:02,2,2022
184932494,45731,15/12/2021 13:02,635.5,15/12/2021 13:01,15/12/2021 13:02,2,2022
184932487,45727,15/12/2021 13:02,173,15/12/2021 13:01,15/12/2021 13:02,1,2022
184932481,45723,15/12/2021 13:02,636.5,15/12/2021 13:01,15/12/2021 13:02,1,2022
184932475,45725,15/12/2021 13:02,636.5,15/12/2021 13:01,15/12/2021 13:02,1,2022
184932469,45724,15/12/2021 13:02,637.5,15/12/2021 13:01,15/12/2021 13:02,1,2022
184932463,45726,15/12/2021 13:02,637.5,15/12/2021 13:01,15/12/2021 13:02,1,2022
184932452,45722,15/12/2021 13:02,32,15/12/2021 13:01,15/12/2021 13:02,3,2022
184932447,45718,15/12/2021 13:02,2.1793,15/12/2021 13:01,15/12/2021 13:02,3,2022
184932442,45720,15/12/2021 13:02,2.1789,15/12/2021 13:01,15/12/2021 13:02,3,2022
184932437,45719,15/12/2021 13:02,2.1808,15/12/2021 13:01,15/12/2021 13:02,3,2022
184932432,45721,15/12/2021 13:02,2.1804,15/12/2021 13:01,15/12/2021 13:02,3,2022
184932426,45717,15/12/2021 13:02,24,15/12/2021 13:01,15/12/2021 13:02,2,2022
184932420,45713,15/12/2021 13:02,2.1932,15/12/2021 13:01,15/12/2021 13:02,2,2022
184932414,45715,15/12/2021 13:02,2.1924,15/12/2021 13:01,15/12/2021 13:02,2,2022
184932408,45714,15/12/2021 13:02,2.1953,15/12/2021 13:01,15/12/2021 13:02,2,2022
184932402,45716,15/12/2021 13:02,2.1953,15/12/2021 13:01,15/12/2021 13:02,2,2022
184932395,45712,15/12/2021 13:02,50,15/12/2021 13:01,15/12/2021 13:02,1,2022
184932389,45708,15/12/2021 13:02,2.1967,15/12/2021 13:01,15/12/2021 13:02,1,2022
184932383,45710,15/12/2021 13:02,2.1955,15/12/2021 13:01,15/12/2021 13:02,1,2022
184932377,45709,15/12/2021 13:02,2.1987,15/12/2021 13:01,15/12/2021 13:02,1,2022
184932371,45711,15/12/2021 13:02,2.1985,15/12/2021 13:01,15/12/2021 13:02,1,2022
184932364,45692,15/12/2021 13:02,268,15/12/2021 13:01,15/12/2021 13:02,4,2022
184932358,45688,15/12/2021 13:02,72.48,15/12/2021 13:01,15/12/2021 13:02,4,2022
184932352,45690,15/12/2021 13:02,72.48,15/12/2021 13:01,15/12/2021 13:02,4,2022
184932346,45689,15/12/2021 13:02,72.56,15/12/2021 13:01,15/12/2021 13:02,4,2022
184932340,45691,15/12/2021 13:02,72.5,15/12/2021 13:01,15/12/2021 13:02,4,2022
184932333,45687,15/12/2021 13:02,417,15/12/2021 13:01,15/12/2021 13:02,3,2022
184932327,45683,15/12/2021 13:02,72.76,15/12/2021 13:01,15/12/2021 13:02,3,2022
184932321,45685,15/12/2021 13:02,72.76,15/12/2021 13:01,15/12/2021 13:02,3,2022
184932315,45684,15/12/2021 13:02,72.91,15/12/2021 13:01,15/12/2021 13:02,3,2022
184932309,45686,15/12/2021 13:02,72.9,15/12/2021 13:01,15/12/2021 13:02,3,2022
184932303,45682,15/12/2021 13:02,689,15/12/2021 13:01,15/12/2021 13:02,2,2022
184932297,45678,15/12/2021 13:02,72.85,15/12/2021 13:01,15/12/2021 13:02,2,2022
184932291,45680,15/12/2021 13:02,72.85,15/12/2021 13:01,15/12/2021 13:02,2,2022
184932285,45679,15/12/2021 13:02,73,15/12/2021 13:01,15/12/2021 13:02,2,2022
184932279,45681,15/12/2021 13:02,73,15/12/2021 13:01,15/12/2021 13:02,2,2022
184932272,45707,15/12/2021 13:02,95,15/12/2021 13:01,15/12/2021 13:02,3,2022
184932266,45703,15/12/2021 13:02,69.33,15/12/2021 13:01,15/12/2021 13:02,3,2022
184932260,45705,15/12/2021 13:02,69.33,15/12/2021 13:01,15/12/2021 13:02,3,2022
184932254,45704,15/12/2021 13:02,69.48,15/12/2021 13:01,15/12/2021 13:02,3,2022
184932248,45706,15/12/2021 13:02,69.48,15/12/2021 13:01,15/12/2021 13:02,3,2022
184932241,45702,15/12/2021 13:02,323,15/12/2021 13:01,15/12/2021 13:02,2,2022
184932235,45698,15/12/2021 13:02,69.59,15/12/2021 13:01,15/12/2021 13:02,2,2022
184932229,45700,15/12/2021 13:02,69.58,15/12/2021 13:01,15/12/2021 13:02,2,2022
184932223,45699,15/12/2021 13:02,69.74,15/12/2021 13:01,15/12/2021 13:02,2,2022
184932217,45701,15/12/2021 13:02,69.74,15/12/2021 13:01,15/12/2021 13:02,2,2022
184932210,45697,15/12/2021 13:02,715,15/12/2021 13:01,15/12/2021 13:02,1,2022
184932204,45693,15/12/2021 13:02,69.79,15/12/2021 13:01,15/12/2021 13:02,1,2022
184932198,45695,15/12/2021 13:02,69.79,15/12/2021 13:01,15/12/2021 13:02,1,2022
184932192,45694,15/12/2021 13:02,69.94,15/12/2021 13:01,15/12/2021 13:02,1,2022
184932186,45696,15/12/2021 13:02,69.94,15/12/2021 13:01,15/12/2021 13:02,1,2022
184932640,45752,15/12/2021 13:01,7,15/12/2021 13:00,15/12/2021 13:01,3,2022
184932634,45748,15/12/2021 13:01,2.08,15/12/2021 13:00,15/12/2021 13:01,3,2022
184932628,45750,15/12/2021 13:01,2.08,15/12/2021 13:00,15/12/2021 13:01,3,2022
184932622,45749,15/12/2021 13:01,2.0805,15/12/2021 13:00,15/12/2021 13:01,3,2022
184932616,45751,15/12/2021 13:01,2.0803,15/12/2021 13:00,15/12/2021 13:01,3,2022
184932605,45747,15/12/2021 13:01,21,15/12/2021 13:00,15/12/2021 13:01,2,2022
184932600,45743,15/12/2021 13:01,2.0785,15/12/2021 13:00,15/12/2021 13:01,2,2022
184932595,45745,15/12/2021 13:01,2.0782,15/12/2021 13:00,15/12/2021 13:01,2,2022
184932590,45744,15/12/2021 13:01,2.0791,15/12/2021 13:00,15/12/2021 13:01,2,2022
184932585,45746,15/12/2021 13:01,2.0785,15/12/2021 13:00,15/12/2021 13:01,2,2022
184932579,45742,15/12/2021 13:01,18,15/12/2021 13:00,15/12/2021 13:01,1,2022
184932573,45738,15/12/2021 13:01,2.0939,15/12/2021 13:00,15/12/2021 13:01,1,2022
184932567,45740,15/12/2021 13:01,2.0934,15/12/2021 13:00,15/12/2021 13:01,1,2022
184932561,45739,15/12/2021 13:01,2.0945,15/12/2021 13:00,15/12/2021 13:01,1,2022
184932555,45741,15/12/2021 13:01,2.0936,15/12/2021 13:00,15/12/2021 13:01,1,2022
184932539,45737,15/12/2021 13:01,6,15/12/2021 13:00,15/12/2021 13:01,3,2022
184932535,45733,15/12/2021 13:01,632.25,15/12/2021 13:00,15/12/2021 13:01,3,2022
184932531,45735,15/12/2021 13:01,632.25,15/12/2021 13:00,15/12/2021 13:01,3,2022
184932527,45734,15/12/2021 13:01,632.25,15/12/2021 13:00,15/12/2021 13:01,3,2022
184932523,45736,15/12/2021 13:01,632.25,15/12/2021 13:00,15/12/2021 13:01,3,2022
184932517,45732,15/12/2021 13:01,40,15/12/2021 13:00,15/12/2021 13:01,2,2022
184932511,45728,15/12/2021 13:01,635.75,15/12/2021 13:00,15/12/2021 13:01,2,2022
184932505,45730,15/12/2021 13:01,635.75,15/12/2021 13:00,15/12/2021 13:01,2,2022
184932499,45729,15/12/2021 13:01,635.75,15/12/2021 13:00,15/12/2021 13:01,2,2022
184932493,45731,15/12/2021 13:01,635.75,15/12/2021 13:00,15/12/2021 13:01,2,2022
184932486,45727,15/12/2021 13:01,74,15/12/2021 13:00,15/12/2021 13:01,1,2022
184932480,45723,15/12/2021 13:01,637.75,15/12/2021 13:00,15/12/2021 13:01,1,2022
184932474,45725,15/12/2021 13:01,637.5,15/12/2021 13:00,15/12/2021 13:01,1,2022
184932468,45724,15/12/2021 13:01,637.75,15/12/2021 13:00,15/12/2021 13:01,1,2022
184932462,45726,15/12/2021 13:01,637.5,15/12/2021 13:00,15/12/2021 13:01,1,2022
184932451,45722,15/12/2021 13:01,2,15/12/2021 13:00,15/12/2021 13:01,3,2022
184932446,45718,15/12/2021 13:01,2.1832,15/12/2021 13:00,15/12/2021 13:01,3,2022
184932441,45720,15/12/2021 13:01,2.1829,15/12/2021 13:00,15/12/2021 13:01,3,2022
184932436,45719,15/12/2021 13:01,2.1832,15/12/2021 13:00,15/12/2021 13:01,3,2022
184932431,45721,15/12/2021 13:01,2.1829,15/12/2021 13:00,15/12/2021 13:01,3,2022
184932425,45717,15/12/2021 13:01,7,15/12/2021 13:00,15/12/2021 13:01,2,2022
184932419,45713,15/12/2021 13:01,2.1958,15/12/2021 13:00,15/12/2021 13:01,2,2022
184932413,45715,15/12/2021 13:01,2.1955,15/12/2021 13:00,15/12/2021 13:01,2,2022
184932407,45714,15/12/2021 13:01,2.196,15/12/2021 13:00,15/12/2021 13:01,2,2022
184932401,45716,15/12/2021 13:01,2.1958,15/12/2021 13:00,15/12/2021 13:01,2,2022
184932394,45712,15/12/2021 13:01,52,15/12/2021 13:00,15/12/2021 13:01,1,2022
184932388,45708,15/12/2021 13:01,2.1988,15/12/2021 13:00,15/12/2021 13:01,1,2022
184932382,45710,15/12/2021 13:01,2.1988,15/12/2021 13:00,15/12/2021 13:01,1,2022
184932376,45709,15/12/2021 13:01,2.1998,15/12/2021 13:00,15/12/2021 13:01,1,2022
184932370,45711,15/12/2021 13:01,2.1993,15/12/2021 13:00,15/12/2021 13:01,1,2022
184932363,45692,15/12/2021 13:01,245,15/12/2021 13:00,15/12/2021 13:01,4,2022
184932357,45688,15/12/2021 13:01,72.64,15/12/2021 13:00,15/12/2021 13:01,4,2022
184932351,45690,15/12/2021 13:01,72.64,15/12/2021 13:00,15/12/2021 13:01,4,2022
184932345,45689,15/12/2021 13:01,72.65,15/12/2021 13:00,15/12/2021 13:01,4,2022
184932339,45691,15/12/2021 13:01,72.64,15/12/2021 13:00,15/12/2021 13:01,4,2022
184932332,45687,15/12/2021 13:01,393,15/12/2021 13:00,15/12/2021 13:01,3,2022
184932326,45683,15/12/2021 13:01,72.91,15/12/2021 13:00,15/12/2021 13:01,3,2022
184932320,45685,15/12/2021 13:01,72.89,15/12/2021 13:00,15/12/2021 13:01,3,2022
184932314,45684,15/12/2021 13:01,72.93,15/12/2021 13:00,15/12/2021 13:01,3,2022
184932308,45686,15/12/2021 13:01,72.92,15/12/2021 13:00,15/12/2021 13:01,3,2022
184932302,45682,15/12/2021 13:01,490,15/12/2021 13:00,15/12/2021 13:01,2,2022
184932296,45678,15/12/2021 13:01,73,15/12/2021 13:00,15/12/2021 13:01,2,2022
184932290,45680,15/12/2021 13:01,72.98,15/12/2021 13:00,15/12/2021 13:01,2,2022
184932284,45679,15/12/2021 13:01,73.02,15/12/2021 13:00,15/12/2021 13:01,2,2022
184932278,45681,15/12/2021 13:01,72.99,15/12/2021 13:00,15/12/2021 13:01,2,2022
184932271,45707,15/12/2021 13:01,54,15/12/2021 13:00,15/12/2021 13:01,3,2022
184932265,45703,15/12/2021 13:01,69.49,15/12/2021 13:00,15/12/2021 13:01,3,2022
184932259,45705,15/12/2021 13:01,69.46,15/12/2021 13:00,15/12/2021 13:01,3,2022
184932253,45704,15/12/2021 13:01,69.52,15/12/2021 13:00,15/12/2021 13:01,3,2022
184932247,45706,15/12/2021 13:01,69.46,15/12/2021 13:00,15/12/2021 13:01,3,2022
184932240,45702,15/12/2021 13:01,288,15/12/2021 13:00,15/12/2021 13:01,2,2022
184932234,45698,15/12/2021 13:01,69.74,15/12/2021 13:00,15/12/2021 13:01,2,2022
184932228,45700,15/12/2021 13:01,69.71,15/12/2021 13:00,15/12/2021 13:01,2,2022
184932222,45699,15/12/2021 13:01,69.79,15/12/2021 13:00,15/12/2021 13:01,2,2022
184932216,45701,15/12/2021 13:01,69.73,15/12/2021 13:00,15/12/2021 13:01,2,2022
184932209,45697,15/12/2021 13:01,350,15/12/2021 13:00,15/12/2021 13:01,1,2022
184932203,45693,15/12/2021 13:01,69.95,15/12/2021 13:00,15/12/2021 13:01,1,2022
184932197,45695,15/12/2021 13:01,69.91,15/12/2021 13:00,15/12/2021 13:01,1,2022
184932191,45694,15/12/2021 13:01,70,15/12/2021 13:00,15/12/2021 13:01,1,2022
184932185,45696,15/12/2021 13:01,69.93,15/12/2021 13:00,15/12/2021 13:01,1,2022
184932578,45742,15/12/2021 13:00,1,15/12/2021 12:59,15/12/2021 13:00,1,2022
184932572,45738,15/12/2021 13:00,2.0944,15/12/2021 12:59,15/12/2021 13:00,1,2022
184932566,45740,15/12/2021 13:00,2.0944,15/12/2021 12:59,15/12/2021 13:00,1,2022
184932560,45739,15/12/2021 13:00,2.0944,15/12/2021 12:59,15/12/2021 13:00,1,2022
184932554,45741,15/12/2021 13:00,2.0944,15/12/2021 12:59,15/12/2021 13:00,1,2022
184932516,45732,15/12/2021 13:00,3,15/12/2021 12:59,15/12/2021 13:00,2,2022
184932510,45728,15/12/2021 13:00,635.75,15/12/2021 12:59,15/12/2021 13:00,2,2022
184932504,45730,15/12/2021 13:00,635.75,15/12/2021 12:59,15/12/2021 13:00,2,2022
184932498,45729,15/12/2021 13:00,635.75,15/12/2021 12:59,15/12/2021 13:00,2,2022
184932492,45731,15/12/2021 13:00,635.75,15/12/2021 12:59,15/12/2021 13:00,2,2022
184932485,45727,15/12/2021 13:00,23,15/12/2021 12:59,15/12/2021 13:00,1,2022
184932479,45723,15/12/2021 13:00,637.5,15/12/2021 12:59,15/12/2021 13:00,1,2022
184932473,45725,15/12/2021 13:00,637.5,15/12/2021 12:59,15/12/2021 13:00,1,2022
184932467,45724,15/12/2021 13:00,637.75,15/12/2021 12:59,15/12/2021 13:00,1,2022
184932461,45726,15/12/2021 13:00,637.75,15/12/2021 12:59,15/12/2021 13:00,1,2022
184932424,45717,15/12/2021 13:00,1,15/12/2021 12:59,15/12/2021 13:00,2,2022
184932418,45713,15/12/2021 13:00,2.1963,15/12/2021 12:59,15/12/2021 13:00,2,2022
184932412,45715,15/12/2021 13:00,2.1963,15/12/2021 12:59,15/12/2021 13:00,2,2022
184932406,45714,15/12/2021 13:00,2.1963,15/12/2021 12:59,15/12/2021 13:00,2,2022
184932400,45716,15/12/2021 13:00,2.1963,15/12/2021 12:59,15/12/2021 13:00,2,2022
184932393,45712,15/12/2021 13:00,9,15/12/2021 12:59,15/12/2021 13:00,1,2022
184932387,45708,15/12/2021 13:00,2.1992,15/12/2021 12:59,15/12/2021 13:00,1,2022
184932381,45710,15/12/2021 13:00,2.1992,15/12/2021 12:59,15/12/2021 13:00,1,2022
184932375,45709,15/12/2021 13:00,2.1996,15/12/2021 12:59,15/12/2021 13:00,1,2022
184932369,45711,15/12/2021 13:00,2.1996,15/12/2021 12:59,15/12/2021 13:00,1,2022
184932362,45692,15/12/2021 13:00,26,15/12/2021 12:59,15/12/2021 13:00,4,2022
184932356,45688,15/12/2021 13:00,72.64,15/12/2021 12:59,15/12/2021 13:00,4,2022
184932350,45690,15/12/2021 13:00,72.64,15/12/2021 12:59,15/12/2021 13:00,4,2022
184932344,45689,15/12/2021 13:00,72.64,15/12/2021 12:59,15/12/2021 13:00,4,2022
184932338,45691,15/12/2021 13:00,72.64,15/12/2021 12:59,15/12/2021 13:00,4,2022
184932331,45687,15/12/2021 13:00,26,15/12/2021 12:59,15/12/2021 13:00,3,2022
184932325,45683,15/12/2021 13:00,72.91,15/12/2021 12:59,15/12/2021 13:00,3,2022
184932319,45685,15/12/2021 13:00,72.91,15/12/2021 12:59,15/12/2021 13:00,3,2022
184932313,45684,15/12/2021 13:00,72.92,15/12/2021 12:59,15/12/2021 13:00,3,2022
184932307,45686,15/12/2021 13:00,72.92,15/12/2021 12:59,15/12/2021 13:00,3,2022
184932301,45682,15/12/2021 13:00,110,15/12/2021 12:59,15/12/2021 13:00,2,2022
184932295,45678,15/12/2021 13:00,72.99,15/12/2021 12:59,15/12/2021 13:00,2,2022
184932289,45680,15/12/2021 13:00,72.98,15/12/2021 12:59,15/12/2021 13:00,2,2022
184932283,45679,15/12/2021 13:00,73,15/12/2021 12:59,15/12/2021 13:00,2,2022
184932277,45681,15/12/2021 13:00,73,15/12/2021 12:59,15/12/2021 13:00,2,2022
184932270,45707,15/12/2021 13:00,12,15/12/2021 12:59,15/12/2021 13:00,3,2022
184932264,45703,15/12/2021 13:00,69.47,15/12/2021 12:59,15/12/2021 13:00,3,2022
184932258,45705,15/12/2021 13:00,69.46,15/12/2021 12:59,15/12/2021 13:00,3,2022
184932252,45704,15/12/2021 13:00,69.48,15/12/2021 12:59,15/12/2021 13:00,3,2022
184932246,45706,15/12/2021 13:00,69.48,15/12/2021 12:59,15/12/2021 13:00,3,2022
184932239,45702,15/12/2021 13:00,68,15/12/2021 12:59,15/12/2021 13:00,2,2022
184932233,45698,15/12/2021 13:00,69.72,15/12/2021 12:59,15/12/2021 13:00,2,2022
184932227,45700,15/12/2021 13:00,69.7,15/12/2021 12:59,15/12/2021 13:00,2,2022
184932221,45699,15/12/2021 13:00,69.73,15/12/2021 12:59,15/12/2021 13:00,2,2022
184932215,45701,15/12/2021 13:00,69.73,15/12/2021 12:59,15/12/2021 13:00,2,2022
184932208,45697,15/12/2021 13:00,95,15/12/2021 12:59,15/12/2021 13:00,1,2022
184932202,45693,15/12/2021 13:00,69.92,15/12/2021 12:59,15/12/2021 13:00,1,2022
184932196,45695,15/12/2021 13:00,69.91,15/12/2021 12:59,15/12/2021 13:00,1,2022
184932190,45694,15/12/2021 13:00,69.94,15/12/2021 12:59,15/12/2021 13:00,1,2022
184932184,45696,15/12/2021 13:00,69.93,15/12/2021 12:59,15/12/2021 13:00,1,2022
184932450,45722,15/12/2021 12:59,2,15/12/2021 12:58,15/12/2021 12:59,3,2022
184932445,45718,15/12/2021 12:59,2.1831,15/12/2021 12:58,15/12/2021 12:59,3,2022
184932440,45720,15/12/2021 12:59,2.1831,15/12/2021 12:58,15/12/2021 12:59,3,2022
184932435,45719,15/12/2021 12:59,2.1831,15/12/2021 12:58,15/12/2021 12:59,3,2022
184932430,45721,15/12/2021 12:59,2.1831,15/12/2021 12:58,15/12/2021 12:59,3,2022
184932423,45717,15/12/2021 12:59,2,15/12/2021 12:58,15/12/2021 12:59,2,2022
184932417,45713,15/12/2021 12:59,2.196,15/12/2021 12:58,15/12/2021 12:59,2,2022
184932411,45715,15/12/2021 12:59,2.196,15/12/2021 12:58,15/12/2021 12:59,2,2022
184932405,45714,15/12/2021 12:59,2.196,15/12/2021 12:58,15/12/2021 12:59,2,2022
184932399,45716,15/12/2021 12:59,2.196,15/12/2021 12:58,15/12/2021 12:59,2,2022
184932392,45712,15/12/2021 12:59,6,15/12/2021 12:58,15/12/2021 12:59,1,2022
184932386,45708,15/12/2021 12:59,2.1996,15/12/2021 12:58,15/12/2021 12:59,1,2022
184932380,45710,15/12/2021 12:59,2.1992,15/12/2021 12:58,15/12/2021 12:59,1,2022
184932374,45709,15/12/2021 12:59,2.2,15/12/2021 12:58,15/12/2021 12:59,1,2022
184932368,45711,15/12/2021 12:59,2.1997,15/12/2021 12:58,15/12/2021 12:59,1,2022
184932361,45692,15/12/2021 12:59,16,15/12/2021 12:58,15/12/2021 12:59,4,2022
184932355,45688,15/12/2021 12:59,72.64,15/12/2021 12:58,15/12/2021 12:59,4,2022
184932349,45690,15/12/2021 12:59,72.64,15/12/2021 12:58,15/12/2021 12:59,4,2022
184932343,45689,15/12/2021 12:59,72.66,15/12/2021 12:58,15/12/2021 12:59,4,2022
184932337,45691,15/12/2021 12:59,72.66,15/12/2021 12:58,15/12/2021 12:59,4,2022
184932330,45687,15/12/2021 12:59,51,15/12/2021 12:58,15/12/2021 12:59,3,2022
184932324,45683,15/12/2021 12:59,72.91,15/12/2021 12:58,15/12/2021 12:59,3,2022
184932318,45685,15/12/2021 12:59,72.91,15/12/2021 12:58,15/12/2021 12:59,3,2022
184932312,45684,15/12/2021 12:59,72.94,15/12/2021 12:58,15/12/2021 12:59,3,2022
184932306,45686,15/12/2021 12:59,72.94,15/12/2021 12:58,15/12/2021 12:59,3,2022
184932300,45682,15/12/2021 12:59,100,15/12/2021 12:58,15/12/2021 12:59,2,2022
184932294,45678,15/12/2021 12:59,72.99,15/12/2021 12:58,15/12/2021 12:59,2,2022
184932288,45680,15/12/2021 12:59,72.99,15/12/2021 12:58,15/12/2021 12:59,2,2022
184932282,45679,15/12/2021 12:59,73.02,15/12/2021 12:58,15/12/2021 12:59,2,2022
184932276,45681,15/12/2021 12:59,73.02,15/12/2021 12:58,15/12/2021 12:59,2,2022
184932269,45707,15/12/2021 12:59,15,15/12/2021 12:58,15/12/2021 12:59,3,2022
184932263,45703,15/12/2021 12:59,69.48,15/12/2021 12:58,15/12/2021 12:59,3,2022
184932257,45705,15/12/2021 12:59,69.46,15/12/2021 12:58,15/12/2021 12:59,3,2022
184932251,45704,15/12/2021 12:59,69.48,15/12/2021 12:58,15/12/2021 12:59,3,2022
184932245,45706,15/12/2021 12:59,69.48,15/12/2021 12:58,15/12/2021 12:59,3,2022
184932238,45702,15/12/2021 12:59,27,15/12/2021 12:58,15/12/2021 12:59,2,2022
184932232,45698,15/12/2021 12:59,69.72,15/12/2021 12:58,15/12/2021 12:59,2,2022
184932226,45700,15/12/2021 12:59,69.71,15/12/2021 12:58,15/12/2021 12:59,2,2022
184932220,45699,15/12/2021 12:59,69.74,15/12/2021 12:58,15/12/2021 12:59,2,2022
184932214,45701,15/12/2021 12:59,69.74,15/12/2021 12:58,15/12/2021 12:59,2,2022
184932207,45697,15/12/2021 12:59,57,15/12/2021 12:58,15/12/2021 12:59,1,2022
184932201,45693,15/12/2021 12:59,69.93,15/12/2021 12:58,15/12/2021 12:59,1,2022
184932195,45695,15/12/2021 12:59,69.92,15/12/2021 12:58,15/12/2021 12:59,1,2022
184932189,45694,15/12/2021 12:59,69.95,15/12/2021 12:58,15/12/2021 12:59,1,2022
184932183,45696,15/12/2021 12:59,69.95,15/12/2021 12:58,15/12/2021 12:59,1,2022
184932181,45747,15/12/2021 12:59,1,15/12/2021 12:58,15/12/2021 12:59,2,2022
184932178,45743,15/12/2021 12:59,2.0791,15/12/2021 12:58,15/12/2021 12:59,2,2022
184932175,45745,15/12/2021 12:59,2.0791,15/12/2021 12:58,15/12/2021 12:59,2,2022
184932172,45744,15/12/2021 12:59,2.0791,15/12/2021 12:58,15/12/2021 12:59,2,2022
184932169,45746,15/12/2021 12:59,2.0791,15/12/2021 12:58,15/12/2021 12:59,2,2022
184932165,45742,15/12/2021 12:59,1,15/12/2021 12:58,15/12/2021 12:59,1,2022
184932159,45738,15/12/2021 12:59,2.094,15/12/2021 12:58,15/12/2021 12:59,1,2022
184932153,45740,15/12/2021 12:59,2.094,15/12/2021 12:58,15/12/2021 12:59,1,2022
