vhf_repository_id,vhf_code_id,publication_datetime,value,applies_from_datetime,applies_to_datetime,forward_period,forward_year
184931009,45701,15/12/2021 12:38:00,69.73,15/12/2021 12:37:00,15/12/2021 12:38:00,2,2022
184931006,45697,15/12/2021 12:38:00,31.00,15/12/2021 12:37:00,15/12/2021 12:38:00,1,2022
184931003,45693,15/12/2021 12:38:00,69.95,15/12/2021 12:37:00,15/12/2021 12:38:00,1,2022
184931000,45695,15/12/2021 12:38:00,69.94,15/12/2021 12:37:00,15/12/2021 12:38:00,1,2022
184930997,45694,15/12/2021 12:38:00,69.97,15/12/2021 12:37:00,15/12/2021 12:38:00,1,2022
184930994,45696,15/12/2021 12:38:00,69.95,15/12/2021 12:37:00,15/12/2021 12:38:00,1,2022
184930990,45752,15/12/2021 12:38:00,2.00,15/12/2021 12:37:00,15/12/2021 12:38:00,3,2022
184930989,45748,15/12/2021 12:38:00,2.07,15/12/2021 12:37:00,15/12/2021 12:38:00,3,2022
184930988,45750,15/12/2021 12:38:00,2.07,15/12/2021 12:37:00,15/12/2021 12:38:00,3,2022
184930987,45749,15/12/2021 12:38:00,2.07,15/12/2021 12:37:00,15/12/2021 12:38:00,3,2022
184930986,45751,15/12/2021 12:38:00,2.07,15/12/2021 12:37:00,15/12/2021 12:38:00,3,2022
184930985,45747,15/12/2021 12:38:00,40.00,15/12/2021 12:37:00,15/12/2021 12:38:00,2,2022
184930982,45743,15/12/2021 12:38:00,2.07,15/12/2021 12:37:00,15/12/2021 12:38:00,2,2022
184930979,45745,15/12/2021 12:38:00,2.07,15/12/2021 12:37:00,15/12/2021 12:38:00,2,2022
184930976,45744,15/12/2021 12:38:00,2.07,15/12/2021 12:37:00,15/12/2021 12:38:00,2,2022
184930973,45746,15/12/2021 12:38:00,2.07,15/12/2021 12:37:00,15/12/2021 12:38:00,2,2022
184930965,45742,15/12/2021 12:38:00,15.00,15/12/2021 12:37:00,15/12/2021 12:38:00,1,2022
184930963,45738,15/12/2021 12:38:00,2.09,15/12/2021 12:37:00,15/12/2021 12:38:00,1,2022
184930961,45740,15/12/2021 12:38:00,2.09,15/12/2021 12:37:00,15/12/2021 12:38:00,1,2022
184930959,45739,15/12/2021 12:38:00,2.09,15/12/2021 12:37:00,15/12/2021 12:38:00,1,2022
184930957,45741,15/12/2021 12:38:00,2.09,15/12/2021 12:37:00,15/12/2021 12:38:00,1,2022
184930940,45727,15/12/2021 12:38:00,4.00,15/12/2021 12:37:00,15/12/2021 12:38:00,1,2022
184930937,45723,15/12/2021 12:38:00,637.25,15/12/2021 12:37:00,15/12/2021 12:38:00,1,2022
184930934,45725,15/12/2021 12:38:00,637.25,15/12/2021 12:37:00,15/12/2021 12:38:00,1,2022
184930931,45724,15/12/2021 12:38:00,637.25,15/12/2021 12:37:00,15/12/2021 12:38:00,1,2022
184930928,45726,15/12/2021 12:38:00,637.25,15/12/2021 12:37:00,15/12/2021 12:38:00,1,2022
184931050,45682,15/12/2021 12:37:00,37.00,15/12/2021 12:36:00,15/12/2021 12:37:00,2,2022
184931047,45678,15/12/2021 12:37:00,72.99,15/12/2021 12:36:00,15/12/2021 12:37:00,2,2022
184931044,45680,15/12/2021 12:37:00,72.98,15/12/2021 12:36:00,15/12/2021 12:37:00,2,2022
184931041,45679,15/12/2021 12:37:00,73.00,15/12/2021 12:36:00,15/12/2021 12:37:00,2,2022
184931038,45681,15/12/2021 12:37:00,72.98,15/12/2021 12:36:00,15/12/2021 12:37:00,2,2022
184931035,45707,15/12/2021 12:37:00,21.00,15/12/2021 12:36:00,15/12/2021 12:37:00,3,2022
184931032,45703,15/12/2021 12:37:00,69.48,15/12/2021 12:36:00,15/12/2021 12:37:00,3,2022
184931029,45705,15/12/2021 12:37:00,69.48,15/12/2021 12:36:00,15/12/2021 12:37:00,3,2022
184931026,45704,15/12/2021 12:37:00,69.48,15/12/2021 12:36:00,15/12/2021 12:37:00,3,2022
184931023,45706,15/12/2021 12:37:00,69.48,15/12/2021 12:36:00,15/12/2021 12:37:00,3,2022
184931020,45702,15/12/2021 12:37:00,12.00,15/12/2021 12:36:00,15/12/2021 12:37:00,2,2022
184931017,45698,15/12/2021 12:37:00,69.73,15/12/2021 12:36:00,15/12/2021 12:37:00,2,2022
184931014,45700,15/12/2021 12:37:00,69.72,15/12/2021 12:36:00,15/12/2021 12:37:00,2,2022
184931011,45699,15/12/2021 12:37:00,69.74,15/12/2021 12:36:00,15/12/2021 12:37:00,2,2022
184931008,45701,15/12/2021 12:37:00,69.72,15/12/2021 12:36:00,15/12/2021 12:37:00,2,2022
184931005,45697,15/12/2021 12:37:00,58.00,15/12/2021 12:36:00,15/12/2021 12:37:00,1,2022
184931002,45693,15/12/2021 12:37:00,69.96,15/12/2021 12:36:00,15/12/2021 12:37:00,1,2022
184930999,45695,15/12/2021 12:37:00,69.93,15/12/2021 12:36:00,15/12/2021 12:37:00,1,2022
184930996,45694,15/12/2021 12:37:00,69.96,15/12/2021 12:36:00,15/12/2021 12:37:00,1,2022
184930993,45696,15/12/2021 12:37:00,69.94,15/12/2021 12:36:00,15/12/2021 12:37:00,1,2022
184930984,45747,15/12/2021 12:37:00,1.00,15/12/2021 12:36:00,15/12/2021 12:37:00,2,2022
184930981,45743,15/12/2021 12:37:00,2.07,15/12/2021 12:36:00,15/12/2021 12:37:00,2,2022
184930978,45745,15/12/2021 12:37:00,2.07,15/12/2021 12:36:00,15/12/2021 12:37:00,2,2022
184930975,45744,15/12/2021 12:37:00,2.07,15/12/2021 12:36:00,15/12/2021 12:37:00,2,2022
184930972,45746,15/12/2021 12:37:00,2.07,15/12/2021 12:36:00,15/12/2021 12:37:00,2,2022
184930964,45742,15/12/2021 12:37:00,1.00,15/12/2021 12:36:00,15/12/2021 12:37:00,1,2022
184930962,45738,15/12/2021 12:37:00,2.09,15/12/2021 12:36:00,15/12/2021 12:37:00,1,2022
184930960,45740,15/12/2021 12:37:00,2.09,15/12/2021 12:36:00,15/12/2021 12:37:00,1,2022
184930958,45739,15/12/2021 12:37:00,2.09,15/12/2021 12:36:00,15/12/2021 12:37:00,1,2022
184930956,45741,15/12/2021 12:37:00,2.09,15/12/2021 12:36:00,15/12/2021 12:37:00,1,2022
184930950,45732,15/12/2021 12:37:00,4.00,15/12/2021 12:36:00,15/12/2021 12:37:00,2,2022
184930948,45728,15/12/2021 12:37:00,635.50,15/12/2021 12:36:00,15/12/2021 12:37:00,2,2022
184930946,45730,15/12/2021 12:37:00,635.50,15/12/2021 12:36:00,15/12/2021 12:37:00,2,2022
184930944,45729,15/12/2021 12:37:00,635.50,15/12/2021 12:36:00,15/12/2021 12:37:00,2,2022
184930942,45731,15/12/2021 12:37:00,635.50,15/12/2021 12:36:00,15/12/2021 12:37:00,2,2022
184930939,45727,15/12/2021 12:37:00,5.00,15/12/2021 12:36:00,15/12/2021 12:37:00,1,2022
184930936,45723,15/12/2021 12:37:00,637.25,15/12/2021 12:36:00,15/12/2021 12:37:00,1,2022
184930933,45725,15/12/2021 12:37:00,637.25,15/12/2021 12:36:00,15/12/2021 12:37:00,1,2022
184930930,45724,15/12/2021 12:37:00,637.25,15/12/2021 12:36:00,15/12/2021 12:37:00,1,2022
184930927,45726,15/12/2021 12:37:00,637.25,15/12/2021 12:36:00,15/12/2021 12:37:00,1,2022
184930925,45712,15/12/2021 12:37:00,2.00,15/12/2021 12:36:00,15/12/2021 12:37:00,1,2022
184930922,45708,15/12/2021 12:37:00,2.19,15/12/2021 12:36:00,15/12/2021 12:37:00,1,2022
184930919,45710,15/12/2021 12:37:00,2.19,15/12/2021 12:36:00,15/12/2021 12:37:00,1,2022
184930916,45709,15/12/2021 12:37:00,2.19,15/12/2021 12:36:00,15/12/2021 12:37:00,1,2022
184930913,45711,15/12/2021 12:37:00,2.19,15/12/2021 12:36:00,15/12/2021 12:37:00,1,2022
184930905,45692,15/12/2021 12:37:00,14.00,15/12/2021 12:36:00,15/12/2021 12:37:00,4,2022
184930903,45688,15/12/2021 12:37:00,72.65,15/12/2021 12:36:00,15/12/2021 12:37:00,4,2022
184930901,45690,15/12/2021 12:37:00,72.65,15/12/2021 12:36:00,15/12/2021 12:37:00,4,2022
184930899,45689,15/12/2021 12:37:00,72.65,15/12/2021 12:36:00,15/12/2021 12:37:00,4,2022
184930897,45691,15/12/2021 12:37:00,72.65,15/12/2021 12:36:00,15/12/2021 12:37:00,4,2022
184930895,45687,15/12/2021 12:37:00,23.00,15/12/2021 12:36:00,15/12/2021 12:37:00,3,2022
184930892,45683,15/12/2021 12:37:00,72.92,15/12/2021 12:36:00,15/12/2021 12:37:00,3,2022
184930889,45685,15/12/2021 12:37:00,72.91,15/12/2021 12:36:00,15/12/2021 12:37:00,3,2022
184930886,45684,15/12/2021 12:37:00,72.92,15/12/2021 12:36:00,15/12/2021 12:37:00,3,2022
184930883,45686,15/12/2021 12:37:00,72.92,15/12/2021 12:36:00,15/12/2021 12:37:00,3,2022
184930983,45747,15/12/2021 12:36:00,1.00,15/12/2021 12:35:00,15/12/2021 12:36:00,2,2022
184930980,45743,15/12/2021 12:36:00,2.07,15/12/2021 12:35:00,15/12/2021 12:36:00,2,2022
184930977,45745,15/12/2021 12:36:00,2.07,15/12/2021 12:35:00,15/12/2021 12:36:00,2,2022
184930974,45744,15/12/2021 12:36:00,2.07,15/12/2021 12:35:00,15/12/2021 12:36:00,2,2022
184930971,45746,15/12/2021 12:36:00,2.07,15/12/2021 12:35:00,15/12/2021 12:36:00,2,2022
184930949,45732,15/12/2021 12:36:00,11.00,15/12/2021 12:35:00,15/12/2021 12:36:00,2,2022
184930947,45728,15/12/2021 12:36:00,635.50,15/12/2021 12:35:00,15/12/2021 12:36:00,2,2022
184930945,45730,15/12/2021 12:36:00,635.50,15/12/2021 12:35:00,15/12/2021 12:36:00,2,2022
184930943,45729,15/12/2021 12:36:00,635.50,15/12/2021 12:35:00,15/12/2021 12:36:00,2,2022
184930941,45731,15/12/2021 12:36:00,635.50,15/12/2021 12:35:00,15/12/2021 12:36:00,2,2022
184930938,45727,15/12/2021 12:36:00,49.00,15/12/2021 12:35:00,15/12/2021 12:36:00,1,2022
184930935,45723,15/12/2021 12:36:00,637.50,15/12/2021 12:35:00,15/12/2021 12:36:00,1,2022
184930932,45725,15/12/2021 12:36:00,637.50,15/12/2021 12:35:00,15/12/2021 12:36:00,1,2022
184930929,45724,15/12/2021 12:36:00,637.50,15/12/2021 12:35:00,15/12/2021 12:36:00,1,2022
184930926,45726,15/12/2021 12:36:00,637.50,15/12/2021 12:35:00,15/12/2021 12:36:00,1,2022
184930924,45712,15/12/2021 12:36:00,1.00,15/12/2021 12:35:00,15/12/2021 12:36:00,1,2022
184930921,45708,15/12/2021 12:36:00,2.19,15/12/2021 12:35:00,15/12/2021 12:36:00,1,2022
184930918,45710,15/12/2021 12:36:00,2.19,15/12/2021 12:35:00,15/12/2021 12:36:00,1,2022
184930915,45709,15/12/2021 12:36:00,2.19,15/12/2021 12:35:00,15/12/2021 12:36:00,1,2022
184930912,45711,15/12/2021 12:36:00,2.19,15/12/2021 12:35:00,15/12/2021 12:36:00,1,2022
184930894,45687,15/12/2021 12:36:00,2.00,15/12/2021 12:35:00,15/12/2021 12:36:00,3,2022
184930891,45683,15/12/2021 12:36:00,72.93,15/12/2021 12:35:00,15/12/2021 12:36:00,3,2022
184930888,45685,15/12/2021 12:36:00,72.92,15/12/2021 12:35:00,15/12/2021 12:36:00,3,2022
184930885,45684,15/12/2021 12:36:00,72.93,15/12/2021 12:35:00,15/12/2021 12:36:00,3,2022
184930882,45686,15/12/2021 12:36:00,72.92,15/12/2021 12:35:00,15/12/2021 12:36:00,3,2022
184930880,45682,15/12/2021 12:36:00,36.00,15/12/2021 12:35:00,15/12/2021 12:36:00,2,2022
184930877,45678,15/12/2021 12:36:00,72.99,15/12/2021 12:35:00,15/12/2021 12:36:00,2,2022
184930874,45680,15/12/2021 12:36:00,72.98,15/12/2021 12:35:00,15/12/2021 12:36:00,2,2022
184930871,45679,15/12/2021 12:36:00,73.02,15/12/2021 12:35:00,15/12/2021 12:36:00,2,2022
184930868,45681,15/12/2021 12:36:00,73.01,15/12/2021 12:35:00,15/12/2021 12:36:00,2,2022
184930865,45707,15/12/2021 12:36:00,2.00,15/12/2021 12:35:00,15/12/2021 12:36:00,3,2022
184930862,45703,15/12/2021 12:36:00,69.48,15/12/2021 12:35:00,15/12/2021 12:36:00,3,2022
184930859,45705,15/12/2021 12:36:00,69.48,15/12/2021 12:35:00,15/12/2021 12:36:00,3,2022
184930856,45704,15/12/2021 12:36:00,69.48,15/12/2021 12:35:00,15/12/2021 12:36:00,3,2022
184930853,45706,15/12/2021 12:36:00,69.48,15/12/2021 12:35:00,15/12/2021 12:36:00,3,2022
184930850,45702,15/12/2021 12:36:00,18.00,15/12/2021 12:35:00,15/12/2021 12:36:00,2,2022
184930847,45698,15/12/2021 12:36:00,69.73,15/12/2021 12:35:00,15/12/2021 12:36:00,2,2022
184930844,45700,15/12/2021 12:36:00,69.73,15/12/2021 12:35:00,15/12/2021 12:36:00,2,2022
184930841,45699,15/12/2021 12:36:00,69.76,15/12/2021 12:35:00,15/12/2021 12:36:00,2,2022
184930838,45701,15/12/2021 12:36:00,69.75,15/12/2021 12:35:00,15/12/2021 12:36:00,2,2022
184930835,45697,15/12/2021 12:36:00,48.00,15/12/2021 12:35:00,15/12/2021 12:36:00,1,2022
184930832,45693,15/12/2021 12:36:00,69.96,15/12/2021 12:35:00,15/12/2021 12:36:00,1,2022
184930829,45695,15/12/2021 12:36:00,69.95,15/12/2021 12:35:00,15/12/2021 12:36:00,1,2022
184930826,45694,15/12/2021 12:36:00,69.99,15/12/2021 12:35:00,15/12/2021 12:36:00,1,2022
184930823,45696,15/12/2021 12:36:00,69.97,15/12/2021 12:35:00,15/12/2021 12:36:00,1,2022
184930923,45712,15/12/2021 12:35:00,2.00,15/12/2021 12:34:00,15/12/2021 12:35:00,1,2022
184930920,45708,15/12/2021 12:35:00,2.19,15/12/2021 12:34:00,15/12/2021 12:35:00,1,2022
184930917,45710,15/12/2021 12:35:00,2.19,15/12/2021 12:34:00,15/12/2021 12:35:00,1,2022
184930914,45709,15/12/2021 12:35:00,2.19,15/12/2021 12:34:00,15/12/2021 12:35:00,1,2022
184930911,45711,15/12/2021 12:35:00,2.19,15/12/2021 12:34:00,15/12/2021 12:35:00,1,2022
184930904,45692,15/12/2021 12:35:00,6.00,15/12/2021 12:34:00,15/12/2021 12:35:00,4,2022
184930902,45688,15/12/2021 12:35:00,72.65,15/12/2021 12:34:00,15/12/2021 12:35:00,4,2022
184930900,45690,15/12/2021 12:35:00,72.63,15/12/2021 12:34:00,15/12/2021 12:35:00,4,2022
184930898,45689,15/12/2021 12:35:00,72.65,15/12/2021 12:34:00,15/12/2021 12:35:00,4,2022
184930896,45691,15/12/2021 12:35:00,72.63,15/12/2021 12:34:00,15/12/2021 12:35:00,4,2022
184930893,45687,15/12/2021 12:35:00,4.00,15/12/2021 12:34:00,15/12/2021 12:35:00,3,2022
184930890,45683,15/12/2021 12:35:00,72.90,15/12/2021 12:34:00,15/12/2021 12:35:00,3,2022
184930887,45685,15/12/2021 12:35:00,72.90,15/12/2021 12:34:00,15/12/2021 12:35:00,3,2022
184930884,45684,15/12/2021 12:35:00,72.90,15/12/2021 12:34:00,15/12/2021 12:35:00,3,2022
184930881,45686,15/12/2021 12:35:00,72.90,15/12/2021 12:34:00,15/12/2021 12:35:00,3,2022
184930879,45682,15/12/2021 12:35:00,79.00,15/12/2021 12:34:00,15/12/2021 12:35:00,2,2022
184930876,45678,15/12/2021 12:35:00,73.00,15/12/2021 12:34:00,15/12/2021 12:35:00,2,2022
184930873,45680,15/12/2021 12:35:00,72.95,15/12/2021 12:34:00,15/12/2021 12:35:00,2,2022
184930870,45679,15/12/2021 12:35:00,73.00,15/12/2021 12:34:00,15/12/2021 12:35:00,2,2022
184930867,45681,15/12/2021 12:35:00,72.98,15/12/2021 12:34:00,15/12/2021 12:35:00,2,2022
184930864,45707,15/12/2021 12:35:00,9.00,15/12/2021 12:34:00,15/12/2021 12:35:00,3,2022
184930861,45703,15/12/2021 12:35:00,69.49,15/12/2021 12:34:00,15/12/2021 12:35:00,3,2022
184930858,45705,15/12/2021 12:35:00,69.46,15/12/2021 12:34:00,15/12/2021 12:35:00,3,2022
184930855,45704,15/12/2021 12:35:00,69.49,15/12/2021 12:34:00,15/12/2021 12:35:00,3,2022
184930852,45706,15/12/2021 12:35:00,69.47,15/12/2021 12:34:00,15/12/2021 12:35:00,3,2022
184930849,45702,15/12/2021 12:35:00,85.00,15/12/2021 12:34:00,15/12/2021 12:35:00,2,2022
184930846,45698,15/12/2021 12:35:00,69.75,15/12/2021 12:34:00,15/12/2021 12:35:00,2,2022
184930843,45700,15/12/2021 12:35:00,69.71,15/12/2021 12:34:00,15/12/2021 12:35:00,2,2022
184930840,45699,15/12/2021 12:35:00,69.75,15/12/2021 12:34:00,15/12/2021 12:35:00,2,2022
184930837,45701,15/12/2021 12:35:00,69.73,15/12/2021 12:34:00,15/12/2021 12:35:00,2,2022
184930834,45697,15/12/2021 12:35:00,167.00,15/12/2021 12:34:00,15/12/2021 12:35:00,1,2022
184930831,45693,15/12/2021 12:35:00,69.98,15/12/2021 12:34:00,15/12/2021 12:35:00,1,2022
184930828,45695,15/12/2021 12:35:00,69.93,15/12/2021 12:34:00,15/12/2021 12:35:00,1,2022
184930825,45694,15/12/2021 12:35:00,69.98,15/12/2021 12:34:00,15/12/2021 12:35:00,1,2022
184930822,45696,15/12/2021 12:35:00,69.95,15/12/2021 12:34:00,15/12/2021 12:35:00,1,2022
184930776,45732,15/12/2021 12:35:00,12.00,15/12/2021 12:34:00,15/12/2021 12:35:00,2,2022
184930773,45728,15/12/2021 12:35:00,635.25,15/12/2021 12:34:00,15/12/2021 12:35:00,2,2022
184930770,45730,15/12/2021 12:35:00,635.00,15/12/2021 12:34:00,15/12/2021 12:35:00,2,2022
184930767,45729,15/12/2021 12:35:00,635.25,15/12/2021 12:34:00,15/12/2021 12:35:00,2,2022
184930764,45731,15/12/2021 12:35:00,635.00,15/12/2021 12:34:00,15/12/2021 12:35:00,2,2022
184930761,45727,15/12/2021 12:35:00,10.00,15/12/2021 12:34:00,15/12/2021 12:35:00,1,2022
184930758,45723,15/12/2021 12:35:00,637.25,15/12/2021 12:34:00,15/12/2021 12:35:00,1,2022
184930755,45725,15/12/2021 12:35:00,637.00,15/12/2021 12:34:00,15/12/2021 12:35:00,1,2022
184930752,45724,15/12/2021 12:35:00,637.25,15/12/2021 12:34:00,15/12/2021 12:35:00,1,2022
184930749,45726,15/12/2021 12:35:00,637.00,15/12/2021 12:34:00,15/12/2021 12:35:00,1,2022
184930878,45682,15/12/2021 12:34:00,57.00,15/12/2021 12:33:00,15/12/2021 12:34:00,2,2022
184930875,45678,15/12/2021 12:34:00,72.97,15/12/2021 12:33:00,15/12/2021 12:34:00,2,2022
184930872,45680,15/12/2021 12:34:00,72.97,15/12/2021 12:33:00,15/12/2021 12:34:00,2,2022
184930869,45679,15/12/2021 12:34:00,73.01,15/12/2021 12:33:00,15/12/2021 12:34:00,2,2022
184930866,45681,15/12/2021 12:34:00,73.01,15/12/2021 12:33:00,15/12/2021 12:34:00,2,2022
184930863,45707,15/12/2021 12:34:00,2.00,15/12/2021 12:33:00,15/12/2021 12:34:00,3,2022
184930860,45703,15/12/2021 12:34:00,69.47,15/12/2021 12:33:00,15/12/2021 12:34:00,3,2022
184930857,45705,15/12/2021 12:34:00,69.47,15/12/2021 12:33:00,15/12/2021 12:34:00,3,2022
184930854,45704,15/12/2021 12:34:00,69.47,15/12/2021 12:33:00,15/12/2021 12:34:00,3,2022
184930851,45706,15/12/2021 12:34:00,69.47,15/12/2021 12:33:00,15/12/2021 12:34:00,3,2022
184930848,45702,15/12/2021 12:34:00,38.00,15/12/2021 12:33:00,15/12/2021 12:34:00,2,2022
184930845,45698,15/12/2021 12:34:00,69.73,15/12/2021 12:33:00,15/12/2021 12:34:00,2,2022
184930842,45700,15/12/2021 12:34:00,69.72,15/12/2021 12:33:00,15/12/2021 12:34:00,2,2022
184930839,45699,15/12/2021 12:34:00,69.77,15/12/2021 12:33:00,15/12/2021 12:34:00,2,2022
184930836,45701,15/12/2021 12:34:00,69.76,15/12/2021 12:33:00,15/12/2021 12:34:00,2,2022
184930833,45697,15/12/2021 12:34:00,105.00,15/12/2021 12:33:00,15/12/2021 12:34:00,1,2022
184930830,45693,15/12/2021 12:34:00,69.96,15/12/2021 12:33:00,15/12/2021 12:34:00,1,2022
184930827,45695,15/12/2021 12:34:00,69.95,15/12/2021 12:33:00,15/12/2021 12:34:00,1,2022
184930824,45694,15/12/2021 12:34:00,70.00,15/12/2021 12:33:00,15/12/2021 12:34:00,1,2022
184930821,45696,15/12/2021 12:34:00,69.99,15/12/2021 12:33:00,15/12/2021 12:34:00,1,2022
184930811,45747,15/12/2021 12:34:00,1.00,15/12/2021 12:33:00,15/12/2021 12:34:00,2,2022
184930810,45743,15/12/2021 12:34:00,2.07,15/12/2021 12:33:00,15/12/2021 12:34:00,2,2022
184930809,45745,15/12/2021 12:34:00,2.07,15/12/2021 12:33:00,15/12/2021 12:34:00,2,2022
184930808,45744,15/12/2021 12:34:00,2.07,15/12/2021 12:33:00,15/12/2021 12:34:00,2,2022
184930807,45746,15/12/2021 12:34:00,2.07,15/12/2021 12:33:00,15/12/2021 12:34:00,2,2022
184930801,45742,15/12/2021 12:34:00,1.00,15/12/2021 12:33:00,15/12/2021 12:34:00,1,2022
184930799,45738,15/12/2021 12:34:00,2.09,15/12/2021 12:33:00,15/12/2021 12:34:00,1,2022
184930797,45740,15/12/2021 12:34:00,2.09,15/12/2021 12:33:00,15/12/2021 12:34:00,1,2022
184930795,45739,15/12/2021 12:34:00,2.09,15/12/2021 12:33:00,15/12/2021 12:34:00,1,2022
184930793,45741,15/12/2021 12:34:00,2.09,15/12/2021 12:33:00,15/12/2021 12:34:00,1,2022
184930786,45737,15/12/2021 12:34:00,1.00,15/12/2021 12:33:00,15/12/2021 12:34:00,3,2022
184930784,45733,15/12/2021 12:34:00,632.00,15/12/2021 12:33:00,15/12/2021 12:34:00,3,2022
184930782,45735,15/12/2021 12:34:00,632.00,15/12/2021 12:33:00,15/12/2021 12:34:00,3,2022
184930780,45734,15/12/2021 12:34:00,632.00,15/12/2021 12:33:00,15/12/2021 12:34:00,3,2022
184930778,45736,15/12/2021 12:34:00,632.00,15/12/2021 12:33:00,15/12/2021 12:34:00,3,2022
184930775,45732,15/12/2021 12:34:00,5.00,15/12/2021 12:33:00,15/12/2021 12:34:00,2,2022
184930772,45728,15/12/2021 12:34:00,635.25,15/12/2021 12:33:00,15/12/2021 12:34:00,2,2022
184930769,45730,15/12/2021 12:34:00,635.25,15/12/2021 12:33:00,15/12/2021 12:34:00,2,2022
184930766,45729,15/12/2021 12:34:00,635.50,15/12/2021 12:33:00,15/12/2021 12:34:00,2,2022
184930763,45731,15/12/2021 12:34:00,635.50,15/12/2021 12:33:00,15/12/2021 12:34:00,2,2022
184931194,45702,15/12/2021 12:42:00,48.00,15/12/2021 12:41:00,15/12/2021 12:42:00,2,2022
184931191,45698,15/12/2021 12:42:00,69.71,15/12/2021 12:41:00,15/12/2021 12:42:00,2,2022
184931188,45700,15/12/2021 12:42:00,69.70,15/12/2021 12:41:00,15/12/2021 12:42:00,2,2022
184931185,45699,15/12/2021 12:42:00,69.74,15/12/2021 12:41:00,15/12/2021 12:42:00,2,2022
184931182,45701,15/12/2021 12:42:00,69.72,15/12/2021 12:41:00,15/12/2021 12:42:00,2,2022
184931179,45697,15/12/2021 12:42:00,70.00,15/12/2021 12:41:00,15/12/2021 12:42:00,1,2022
184931176,45693,15/12/2021 12:42:00,69.93,15/12/2021 12:41:00,15/12/2021 12:42:00,1,2022
184931173,45695,15/12/2021 12:42:00,69.92,15/12/2021 12:41:00,15/12/2021 12:42:00,1,2022
184931170,45694,15/12/2021 12:42:00,69.96,15/12/2021 12:41:00,15/12/2021 12:42:00,1,2022
184931167,45696,15/12/2021 12:42:00,69.93,15/12/2021 12:41:00,15/12/2021 12:42:00,1,2022
184931281,45727,15/12/2021 12:41:00,23.00,15/12/2021 12:40:00,15/12/2021 12:41:00,1,2022
184931278,45723,15/12/2021 12:41:00,637.25,15/12/2021 12:40:00,15/12/2021 12:41:00,1,2022
184931275,45725,15/12/2021 12:41:00,637.25,15/12/2021 12:40:00,15/12/2021 12:41:00,1,2022
184931272,45724,15/12/2021 12:41:00,637.25,15/12/2021 12:40:00,15/12/2021 12:41:00,1,2022
184931269,45726,15/12/2021 12:41:00,637.25,15/12/2021 12:40:00,15/12/2021 12:41:00,1,2022
184931248,45692,15/12/2021 12:41:00,2.00,15/12/2021 12:40:00,15/12/2021 12:41:00,4,2022
184931246,45688,15/12/2021 12:41:00,72.63,15/12/2021 12:40:00,15/12/2021 12:41:00,4,2022
184931244,45690,15/12/2021 12:41:00,72.63,15/12/2021 12:40:00,15/12/2021 12:41:00,4,2022
184931242,45689,15/12/2021 12:41:00,72.63,15/12/2021 12:40:00,15/12/2021 12:41:00,4,2022
184931240,45691,15/12/2021 12:41:00,72.63,15/12/2021 12:40:00,15/12/2021 12:41:00,4,2022
184931237,45687,15/12/2021 12:41:00,4.00,15/12/2021 12:40:00,15/12/2021 12:41:00,3,2022
